Stock Number,Barcode,Name
3060402,107410421069,1/4 3 Port Butt Spring Valve
MFI RECON ARO 100,064627020200,Reconditioned ARO Air Ram
TE AL DONUT100,934155840009,Aluminium Circular Tube 100mm
X3067702,650710792546,1/4 5 Port Lever/Lever Valve
BP PERMIT AUCK,846382049088,BP Permit Writing and Issuing
MFI PUMP TRAILER,298415882700,Pump Trailer Hire
MFI EXT BRACKET,561511980130,Extinguisher Bracket Chassis
HL2332-H,539787701158,LED Stop/Tail Insert Horizontal
22832625,917681348514,1/8 3 Port Emergency Stop Valve
SLV5-2A,443134020511,Valve Seat Bonded Seal
VOH200,782380070543,Swing Hatch complete with Vent
12600320025TANK,968581899286,Cylinder
3040702,373017488585,1/8 3 Port Pilot/Pilot Valve
L72M-2GP-EDN,069575233509,1/4 Lubricator Metal Bowl
AL1100-200F,000488316282,Alloy Mudguard suit Quad
MFI OPW RECO,723495052832,OPW Elbow Without  Lock Ring
X3044102,376374258035,1/8 5 Port Pilot Spring Valve
B72G-2GK-AL3-RMN,575083397344,1/4 Filter/Regulator Auto Drain
AL-VP100-076P,359999309870,Vapour Recovery Hosetail 76mm
5000AIV,669551481023,Dixon VR Interlock Valve
102GB0418,208517292565,Pressure Reducing Banjo 1/8
88041101,585655615499,"""API EBW Coupler 4""""Drop Adapt"
N346-05INS,,Niphan 5 pin Socket Insert
SF2415,784960535139,1.5mm Aviation/Chem Gasket/m2
64-JUMP-1.0,011689547885,1.0mtrx64mm Jumper Hose
FIRE EXREDBOX (Firewise),735580071334,9kg Fire Extinguisher Box Red
FIRE EXREDBOX (Firewatch STH),260943051656,9kg Fire Extinguisher Box Red
FIRE EXREDBOX (Brooking Fire),764895470304,9kg Fire Extinguisher Box Red
RE070G10B/4,396861246724,10 Micron Glass Fibre Filter
43778,541526114941,Air Eliminator Seal Plate Viton
S-OP10/SCDB,065739957994,Sc Detent Kit B Pressure
64-JUMP-1.1,949089396905,1.1mtrx64mm Jumper Hose
R5006A-1407 (Mt),286649549885,Overhaul Kit suit SCM50 70mm Hose Unit
TE LHTBAR,587715778362,Alloy Light Bar Assy
X3047702,211163870517,1/8 5 Port Lever/Lever Valve
3043702,541153233664,1/8 3 Port Lever Control Valve
680300 (Mt),802953619598,Samoa 3 Digit Mechanical Diesel Meter
64-JUMP-1.2,086020700572,1.2mtrx64mm Jumper Hose
V60A4D7A-X090,564485647695,1/8 5 Port Pilot Spring Valve
64-JUMP-1.3,678780086812,1.3mtrx64mm Jumper Hose
API-DC,160238552969,API Dustcap Alloy
API490-2,563086066815,API496 Faucet Nose Cone
250V-3-10-21,077092580221,"""1/4"""" 3 Port Humphrey Lever Valve"""
777-11550,879532797795,"""Faucet Nose Cone, 891 Civacon"
64-JUMP-1.4,984943960335,1.4mtrx64mm Jumper Hose
X3046402,507090098638,1/8 5Port Push Butt Pilot Valv
MFI DIPHD,764515887959,Farm Dip Stick Holder (per set)
5D0125,276475527199,OPW 1290 Nozzle Spout
51-JUMP-2.5,004087914934,2.5mtrx51mm Jumper Hose
S-OP20/L (THS),994324807794,OP 20 Lever Box
SCV50AL,786666118423,50mm Todo Male
PVV204-6,695475420736,Pressure Valve Assembly
64-JUMP-1.5,088113756214,1.5mtrx64mm Jumper Hose
S-OP20/SCDB,620908593135,Detent Spring Kit
KLINGER 1.5MM GASKET,975670380449,1.5mm Klinger Gasket
UA PLATE 8.0,995356729648,8mm Plate AL/Sq mtr
R12HP-11,009310789350,Pipe Bearing Support
VOH200-4,784158534229,Cover Inspection Hatch
2000-MCB-620 (717-R801532-230,731661847983,Clampband suit MC402
MFI PVC Barrier Holder,870024432731,PVC Barrier Holder
SF 152 BUNKER HOSE (HeavyFuel),613923693501,152mm Bunker Hose (Heavy Fuel)
LTERECO SG,597333467274,Liquip LTE 4x4 Tightfill  Elbo
3029902,554559310916,1/8 3 Port Emergency Stop Valve
HL1539-LED,090140910327,Close Range LED Work Lamp Multivolt
API-MC100,169859861126,"""API to 4"""" Male Camlock angled Adaptor"""
BPAIR OVERWINGHOSE,578800609741,Fit new Overwing Hose/Test
BPAIR AVGAS REFUEL3,736797546007,Avgas Refueller Millipore - 3 Monthly Check
BPAIR DEPOT3,457607923383,Depot QC Truck Millipore - 3 Monthly Check
BPAIR JETA1 DISP1,347889843066,Jet A1 Dispenser Millipore - 1 Mth Check
BPAIR JETA1 REFUEL1,488263429220,Jet A1 Refueller Millipore 1
FIRE EX9L FOAM (Brooking),202001108603,9ltr Foam Spray Extinguisher
MFI 17POINTCHECK,329944226558,Civicon 17 Point Check
FIRE EX9KG DRYPOWDER (Firewatc,222608210130,9kg ABES Extinguisher
FIRE EX9KG DRYPOWDER (F/Tauran,999435375825,9kg ABES Extinguisher
FIRE EX9KG DRYPOWDER (Wormald),497483692583,9kg ABES Extinguisher
FIRE EX9KG DRYPOWDER (Brooking,824399499269,9kg ABES Extinguisher
3063702,623216608769,1/4 3 Port Lever Control Valve
HL5617-OE,255203091439,Daytime Running Lame OE/pr
8542,563056162259,Overfill Dummy
AVGAS OVERWINGHOSE,890687799849,Fit new Overwing Hose/Test
MFI Barbox (Sml),925343607714,Barrier Arm Box (Sml)
SPNZ5038,844368661122,1/8 3 Port Lever Roller SPG
AL-VP-100,923251681245,Vapour Recovery Hose Tail
46735,755171142585,L/C Spring Check Valve
MSKBARREL30,632051236628,Spill Response Kit in Barrell
FM-200L,230161062523,"""1"""" FBSP GPI Mechanical Meter"
717-SV87-VH (Tanker Solutions),763145065303,Vapour Recovery Rubber Hose suit SV50/mtr
TXD2.5 SEAL RECOND,704515119142,"""2 1/2"""" Blackmer Mechanical Seal"""
727-740205,511966329673,Viton Air Eliminator Plate
HL1551-RE,617310385049,LED Multivolt Reverse Light
MFI API Drain Cap,886376660748,API Drain Cap c/w Hose
BSU038-BT-MF,689224394965,1 1/2 BSPT Brass Swivel
SF 203 BUNKER HOSE (HEAVY FUEL,584091279504,203mm Bunker Hose (Heavy Fuel)
MFI BARBOX,869089273902,Barrier Arm Box
APK60-1224,197790975024,12V>24V 60W DC Converter
API490-2JZ,299418132977,Jet A1 Selective Nose Cone Kit suit API496
BPAIR UNDERWINGHOSE,481922786246,Fit new Underwing Hose/Test
BPAIR JETA1 DISP3,461793143363,Jet A1 Dispenser Millipore - 3 Mth Check
BPAIR JETA1 REFUEL3,201862164574,Jet A1 Refueller Millipore - 3 Mth Check
API401-2,602416354022,Standard API Faucet Nose Cone
560118,790558526954,50mm 3pc S/S Full Bore Ball Valve
HL1551-HD,223300933077,LED Multivolt HD Work Light
TE 9KGBRKT,567759776006,Fire Extinguisher Bracket
DG501G-AG (Liquip),493046811035,"""2"""" Brass Todo M & F Swivel"""
Comp TWINSERV,076831994827,Tankwagon Inservice Inspection
SF WYNYARD,888989472327,Collect and return Hoses to Wy
HL1557-HD,258928806256,LED Heavy Duty Work Light
L709002,915407886906,Mechanical Seal suit Ebspray V15
MFI TRE RECO,549507405259,Treloar Elbow Without Lock Pin
ER500-34,597409574309,LCD Display
API-MC4,206175115335,Straight Gravity Coupler
SPNZ5093,704623817363,1/8 5 Port Lever SPG OPP Valve
MFI DIPSTK,977962111162,Farm Dip Stick
S-OP20/M (THS),176513518320,Motor Spool
NV2000-NV3000E-777,886504089309,Pressure Vacuum Vent: Civicon
501024,357691204343,Float and Reed Assy New Type
AL-VPP-100-076,646624574969,Vapour Recovery Hose Tail 76mm
FC51-12SS,450106999801,Brand Flow Control
MFI OPW RECO L/R,906683528177,OPW Elbow With Lock Ring
S-OP106,584653360787,OP20 Spool Actuator
757226,939625343334,K'Sil C-4430 Chemical/Aviation 2mm/mtr sq
PA801,960442584440,API Parking Adaptor - Flange mount
MFI DG4,059858805119,Cold Degas 4 Comp
AL1006TE,472193070658,Alloy Mudguard S/S Channel
TW Inservice,,2yr Inservice Compliance Inspection
UA PLATE 10,013861361529,10mm Plate AL/Sq mtr
MFI API RECO,900787232945,Liquip Reco Faucet
767-4634-XD2,871053745128,Mechanical Seal suit PT25 Pump
55MTS-S2-11OR,,MannTek Spare Part Kit
SPNZ3667,355938281896,Gate Interlock Valve
ARO100,331677850872,Air Ram Assy Suit SLV5 Foot Valve
102 BULK 2.2,567703933732,"""4"" Bulk Hose Wire Whipped 2.2mtr"""
SCV32AL,911427794657,"""Todo 56mm x 1 1/4"""" FBSP AL Tank Unit"""
779-NC010058,847886879500,Civacon Truck Plug c/w Air Interlock
M1201H29,218195136059,Isolator Switching Mechanism
102 BULK 2.3,137045840321,"""4"""" Bulk Hose Wire Whipped 2.3mtr"""
49699,562770385314,Float & Reed Assy
VOH400-1,823559657450,Swing Hatch Cover Blind Holes
MFI RECAR2.5,581698272637,Recon Brass Piston 2.5
TIP32-Z-ZVARECO,304782408243,32mm Double Z Swivel Reco
48616,635457832431,Packing Gland Buna Fork
49525,715900135728,Packing Glade Blade Drive Buna
MFI TODO 50,397666252454,Recondition Dry Break Coupler
TP104-8,014090926746,Truck Plug Assy c/w with Mounting Plate
S/666/8,784300060015,1/8 3 Port Roller Spring Valve
LDP102Z,414168556314,Fibre Optic Overfill Probe
LDP202Z,836328050156,Fibre Optic Overfill Probe 187mm
102 BULK 2.4,733406951816,"""4"""" Bulk Hose Wire Whipped 2.4mtr"""
BPAIR FILTINSP,319273503031,Filter Monitor Inspection & Replacement
BSU050-BT-MF (Oasis),844420441449,"""2"""" BSPT Brass Swivel"""
BSU050-BT-MF (Liquip),528835602980,"""2"""" BSPT Brass Swivel"""
102 BULK 2.5,766562319078,"""4"""" Bulk Hose Wire Whipped 2.5mtr"""
MFI RECON LTE4x4,348138141542,Tightfill Elbow LTE4x4 Reconditioned
200502-701(Mt),584656018468,Upper & Lower Disc Assys suit
48617,242915425062,Packing Gland Viton Fork
VOH400-4,447061357286,Hatch
102 BULK 2.6,896386756750,"""4"""" Bulk Hose Wire Whipped 2.6mtr"""
HL1559,236140219817,LED Worklamp Oval 90 Spread
9409,182058244714,Optic Overfill Probe
X3363702,101050347837,1/4 5 Port 3 Position Valve
MFI AVGAS ISO23K,755422568587,23ltr ISO Avgas Product Transf
VF609,289705951569,"""Velcon Vessel 1 1/2"""" NPT"""
102 BULK 2.7,656592586871,"""4"""" Bulk Hose Wire Whipped 2.7mtr"""
PVV104,106840230777,50mm Pressure Vacuum Vent
FL7A,933326403008,Lifting Handle Fibrelite
102 BULK 2.8,395428209739,"""4"""" Bulk Hose Wire Whipped 2.8mtr"""
X3367702,169911077158,1/4 5 Port 3 Position Valve
717-011395-006,572874940531,API Faucet Nose Cone (Treloar 405)
SCV80AL,939264538114,76mm Todo Male AL
SCV80MS,248380372612,"""Todo 119mm x 3"""" FBSP Brass Tank Unit"""
102 BULK 2.9,659116151694,"""4"""" Bulk Hose Wire Whipped 2.9mtr"""
03M42802 (was SLV/11883/1),594558770721,1/8 3 Port Emergency Stop
STEAM DEGAS,724908330740,Steam Degas
N346-05,924488571806,Niphan Flanged Socket 5 Pin
30230011,555630120419,EBW Flanged Vapour Coupler
AL-VR-A100,318232547135,Vapour Coupler x Male Camlock
102 BULK 3.0,382929754009,"4"" Bulk Hose Wire Whipped 3.0mtr"
7758,107721394089,Thermistor Dynaprobe
102 BULK 3.1,353604621902,"""4"""" Bulk Hose Wire Whipped 3.1mtr"""
API401-2J,924351455079,Jet A1 API Faucet Nosecone
102 BULK 3.2,513348346861,"""4"""" Bulk Hose Wire Whipped 3.2mtr"""
SR100,840841985003,Static Reel with unwind lock
MFI TRE RECO L/R,229703073183,Treloar Elbow With Lock Pin
DG801GAGAL,998158918403,76mm M&F Swivel Aluminium/Viton
X3343702,039959608220,1/8 5 Port 3Position Lever Valve
SCV65AL,554601758535,"""Todo 105mm x 2 1/2"""" FBSP All"
102 BULK 3.3,244721764720,"""4"""" Bulk Hose Wire Whipped 3.3mtr"""
DP305 (DP250N),549505296095,5 Channel Electronic Dummy
DP307,253568280433,7 Channel Electronic Dummy
TIP25-Z-ZVASWIV,887777130170,25mm Double Z Swivel
MFI DG6,998985465340,Cold Degas 6 Comp
Rent,669011614805,Rent for Yard or Building spac
PVV204ST-31,758241411631,Stainless Lower Valve Assembly suit PVV204-ST
102 BULK 3.4,531967661162,"""4"""" Bulk Hose Wire Whipped 3.4mtr"""
DG Inservice,,2yrly DG Inservice Inspection
API-NCFG,235270305239,API Nose Cone wear Gauge Set Stainless Steel
RD-175-30,872737790641,3/4 NPT Flow Control Valve
102 BULK 3.6,790446246859,"""4"""" Bulk Hose Wire Whipped 3.6mtr"""
ZVA25.41 (886-320-414-001,279948354850,"""ZVA 1"""" Auto Fuel Nozzle"""
ZVA25.41 (Liquip),693766363691,"""ZVA 1"""" Auto Fuel Nozzle"""
STO300-1,357821265895,Blue Probe suit STO300
X3046802,567795801049,1/8 5 Port Emergency Stop Pilot
102 BULK 3.7,859808008247,"""4"""" Bulk Hose Wire Whipped 3.7mtr"""
41030003,412236973020,"""EBW 32mm Manual Fuel Nozzle 1 1/4"""""""
PVV204,262204671105,Pressure Vacuum Vent Aluminium
3041802801,779481393121,1/8 3 Port Key Valve
102 BULK 3.8,559264366916,"""4"""" Bulk Hose Wire Whipped 3.8mtr"""
R12-36,706398344136,Liquip Hose Reel Inlet Manifold & Journal
102 BULK 3.5,442550262840,"""4"""" Bulk Hose Wire Whipped 3.5mtr"""
ASU050-BT-MF,396952386156,"""2"""" BSPT Alloy Swivel """
102 BULK 3.9,256071033339,"""4"""" Bulk Hose Wire Whipped 3.9mtr"""
MOTO REELKIT,911557813000,Pressure Relief & Flow Control
102 BULK 4.0,444640042475,"""4"""" Bulk Hose Wire Whipped 4.0mtr"""
BL72-201G,165362980367,Filter/Reg/Lube Unit
102 BULK 4.1,775564276223,"""4"""" Bulk Hose Wire Whipped 4.1mtr"""
PFD-30 (NZH),565827864238,3/4 Speed Control Valve
BV3WAYT38,324435576107,38mm S/S T Port 3way Ball Valv
102 BULK 4.2,776013089286,"""4"""" Bulk Hose Wire Whipped 4.2mtr"""
SPNZ5341,485074085175,1/4 3 Port 2 POS Push Pull Valve
102 BULK 4.3,303217236962,"""4"""" Bulk Hose Wire Whipped 4.3mtr"""
MFI Steam Clean 4 Compt,523143263454,Steam Clean x 4 Compartments
MFI 3CONEHOLD,775338862419,3 Cone Holder Bracket
102 BULK 4.4,837290318271,"""4"""" Bulk Hose Wire Whipped 4.4mtr"""
BPAIR NOZUNDERWING,637644054694,Nozzle Underwing Overhaul
777-633LVB-301,774752789048,"""Vapour Recovery 4"""" Adaptor complete with Valve"""
SLV5,318571253143,"""5"""" Internal Valve"""
SOL-5/2 24V,608603335236,"""24v Electric Solenoid Cab 3/2-1/8"""" SLOV"""
ZS108-ABM42V,278075982356,25mm ZVA Z Swivel
MFI TODOTRAY,253186416325,"""14m Banjo 1 1/2"""" Hose Tray"""
RR353BOX,650282767996,Alu Square Tool Box 300x500x30o
7220077,437642641024,Valve Piston Asco Interlock
API-MC3J,472779151029,API Jet Selective Adaptor - 80mm Tail
VR4000,026049042585,Dixon100mm TTMA Vapour Adapter
MBG1S1B00001,841989261386,50cc Hydraulic Motor
49526,908621206756,Packing Gland Viton Blade (Old Style)
TIP32-Z-ZVASWIV,258473445183,32mm Double Z Swivel
ITV1-AO,501784820672,25mm Internal Sampling Valve & Elbow
900-D14145B110,708492888056,"""3"""" BSP M/F Alu/Viton Swivel"""
779-1995TWD-2B,707540013645,Valance Vapour Vent
VCM3-F,758905985913,Vapour Adaptor Flanged
FLP536,378916497999,Power Supply Board Selectronic
BPAIR VEHICLESERVICE,577803790532,Vehicle Service 12 M (6M)
BPAIR JETA1 REFUELHOSE,823509549617,Jet A1 Refueller Hose Pressure Test
VCM3-P,008267304964,Vapour Coupler c/w Prox Holder
SPNZ1567,030792614499,Gate Interlock Ram
MFI Steam Clean 6 Compt,219158733401,Steam Clean x 6 Compartments
OP20-1M2000-D1,119347445743,OP20 Single Spool Valve Bank complete with Detent
27091001,763117110545,Hella LED Ultraray Beacon Amber
TIP32SWIV,585209992748,32mm M&F STR Swivel 316 S/S
MFI AVGAS 40DRUM,840399577146,40 Drum Avgas Product Transfer
ZS108-06BM42V,270372739701,"""Z Swivel 1"""" BSP to M42"""
SV80,114140310872,Vapour Transfer Vent
95501690,247529567213,3/8 2 Way Solenoid Valve
TIP3238-Z-BSP,812569040113,1 1/2 BSPTM x 1 1/4 BSPF Double Z Swivel S/S
MFI 700 CONE HOLDER,071109225977,700mm Cone Holder
MFI 900 CONE HOLDER,657958383817,900mm Cone Holder
TE RDCHHDR6,720834602972,Alloy 6 Cone Holder
1GA996197011,656080984997,LED Heavy Duty Work Lamp RL380 close
BPAIR GROUNDCOUP,132911885647,Ground Coupling Overhaul
TIP38SWIV,297439973801,38mm M&F STR Swivel 316 S/S
LBV450,497457859136,"""4"""" Alloy Butterfly Valve"""
ZS110-ABM54V,195368929164,32mm ZVA Z Swivel
MFI Signage / Document Tubes,299034219983,MFI Signage / Document Tubes c/w Brackets (per Kit)
LTE3x4,269158965841,"""Tightfill Elbow x 3"""" Camlock"
MFI VR HT,629844141242,VR Hose Tray
WS270AV,201760990766,Thief Pump Aviation Brass
TBS100,701951969940,Retained Sensor Probe
AVV075V,165168869264,Vapour Vent Sequential
AVV075VW,699611418020,Vapour Valance Vent Sequential
AGP202Z,460375266592,"""Glass Chemical Overfill Probe, 2 wire with Shroud"""
HEIL BUMPEND,944088330695,Heil Rear Impact ends
VOH500-32A,526627567653,"""9"""" Emergency Hatch Assy"""
BSU063-BT-MF,955785300391,"""2 1/2"""" BSPT Brass Swivel"""
BPAIR JETA1 DISPHOSE,503097177368,Jet A1 Dispenser Hose Pressure Test
API455,402932184401,API Faucet no Handle
EBSPRAY KIT,508665902535,Seal and Bearing Repair Kit
ZVA32.44 (886-320-416-001),,"""ZVA 1 1/4"""" Auto Shut-off Nozzle"""
ZVA32.44 (Liquip),,"""ZVA 1 1/4"""" Auto Shut-off Nozzle"""
API496,770437864281,API Faucet complete with Level
API496D,307351650164,API Faucet R/H Downward Lever
TIP50SWIV,289625684654,50mm M&F STR Swivel 316 S/S
LDP202SC,171124699641,S/S Chemical Optic Probe
LTE4x4,864851554406,Tightfill Elbow 100mm Camlock
LTE4x4Z,771388001973,Titefill Elbow Assembly c/w Locking Block
SCM32AL,291706461285,"""Todo 56mm x 1 1/4"""" FBSP AL Hose Unit"""
ZS110-6BM54V,036599433313,"""Z Swivel 1 1/4"""" BSP to M54"""
ITP114,766783842872,Truck Plug c/w Pressure Switch
R&D22AM99,,R&D Drive Coupling
BSU076-BT-MF,024857989225,"""3"""" BSPT Brass Swivel"""
HL454201A-24,636687545579,LED L/Bar Beacon 24v
ERP200,216236729996,Electronic Pulser c/w 7mtr Cable
OPW1290,052842185359,38mm OPW Autoshut Nozzle
FOB100,495262897314,Fibre Optic Bottom Sensor
Jet A1 Standpipe,463242094237,Jet A1 Standpipe
HYD MOTOR,466770346694,Char-Lynn Hyd Motor
03043702,,1/8 3 Port Leaver Control Valve
MANCABVENT,,Man Cab vent
,,3 Monthly Tank Wagon Check (Trailer)
EK324,280131017223,Black Cover suit ZVA32
IVECOCABVENT,,Alloy Iveco cab vent
